"","id","observed_on_string","observed_on","time_observed_at","time_zone","user_id","user_login","user_name","created_at","updated_at","quality_grade","license","url","image_url","sound_url","tag_list","description","num_identification_agreements","num_identification_disagreements","captive_cultivated","oauth_application_id","place_guess","latitude","longitude","positional_accuracy","private_place_guess","private_latitude","private_longitude","public_positional_accuracy","geoprivacy","taxon_geoprivacy","coordinates_obscured","positioning_method","positioning_device","place_town_name","place_county_name","place_state_name","place_country_name","place_admin1_name","place_admin2_name","species_guess","scientific_name","common_name","iconic_taxon_name","taxon_id","field.tree.canopy.symptoms","field.optional...did.the.tree.have.heat.damage","field.percent.canopy.affected....","field.dieback.percent","field.number.of.additional.unhealthy.trees..of.same.species..in.area..within.sight.","field.percent.of.trees..of.same.species..within.sight.that.are.unhealthy","field.other.factors...are.there.signs.or.symptoms.of.insect..diseases..or.other.damage.","field.optional...what..other.factors..were.observed.","field.optional...tree.size","field.optional...site.type","field.optional...site.location.description","field.optional...site.area.disturbance.level","field.optional...site.hydrology","field.optional...access.to.water","field.optional...slope.position","field.optional...were.there.any.other.unhealthy.plant.species.on.the.site.","field.optional...timing.of.symptoms.estimate","field.optional...estimated.time.spent.to.make.this.observation....of.minutes.","field.optional...can.we.follow.up.with.you.","field.tree.number..from.google.map..if.applicable","field.notes","Percent.Dieback.Modified","user.estimated.dieback","field.dieback.prop","tree.size.simplified","binary.tree.canopy.symptoms","reclassified.tree.canopy.symptoms","ordinal.tree.canopy.symptoms","top.dieback","thinning"
"26",107505113,"2022-02-26 12:54:27","2022-02-26","2022-02-26 20:54:27 UTC","Pacific Time (US & Canada)",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 21:10:44 UTC","2022-03-17 01:10:40 UTC","research","","https://www.inaturalist.org/observations/107505113","https://static.inaturalist.org/photos/180823866/medium.jpeg",NA,"","Understory does not consist of any pavement or impervious surface ",3,0,"false",2,"Newcastle, WA 98056, USA",47.52758532,-122.19460508,8,"",NA,NA,8,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Branch Dieback or 'Flagging'","Not Sure","Healthy, no dieback(0%)",20,"0",NA,"Yes (please elaborate in Notes, add Picture if possible)","Needle or leaf disease (dieback, checking, blight, etc.)","Medium (can wrap arms around trunk)","Other","Inside a forest canopy","Medium (moderately used trails, etc)","","","Middle of a slope","Not sure","This is the first time I have seen this tree","","","68","Needle blight",0,"Yes",0.2,"Medium","Unhealthy","Other","Unhealthy","No","No"
"27",107505451,"2022-02-26 13:06:21","2022-02-26","2022-02-26 21:06:21 UTC","Pacific Time (US & Canada)",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 21:15:03 UTC","2022-03-17 01:06:20 UTC","research","","https://www.inaturalist.org/observations/107505451","https://static.inaturalist.org/photos/180824581/medium.jpeg",NA,"","No concrete or impervious surface in tree's understory. Signs of heat dome effect.",3,0,"false",2,"Newcastle, WA 98056, USA",47.52640526,-122.19375581,8,"",NA,NA,8,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Thinning Canopy","Yes (please include photo)","1-29% of the canopy is unhealthy",20,"0",NA,"Not sure","Needle or leaf disease (dieback, checking, blight, etc.)","Large (too big to wrap arms around trunk)","Suburban","Urban yard or open park grounds","","","","","","This is the first time I have seen this tree","","","64","",1,"Yes",0.2,"Large","Unhealthy","Thinning Canopy","Unhealthy","No","Yes"
"28",107505981,"2022-02-26 13:11:08","2022-02-26","2022-02-26 21:11:08 UTC","Pacific Time (US & Canada)",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 21:22:26 UTC","2022-03-17 01:02:43 UTC","research","","https://www.inaturalist.org/observations/107505981","https://static.inaturalist.org/photos/180825362/medium.jpeg",NA,"","Substitute tree for #68, same avg temp value. No concrete or impervious surface in understory. Signs of heat dome effect. No visible cone crop.",2,0,"false",2,"Newcastle, WA 98056, USA",47.52642809,-122.19394692,9,"",NA,NA,9,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Thinning Canopy","Yes (please include photo)","1-29% of the canopy is unhealthy",30,"0",NA,"Yes (please elaborate in Notes, add Picture if possible)","Insect damage on trunk (holes, frass, galleries, etc.)","Medium (can wrap arms around trunk)","Suburban","Roadside","","","","","","","","","60","Frass, holes on tree trunk",1,"Yes",0.3,"Medium","Unhealthy","Thinning Canopy","Unhealthy","No","Yes"
"29",107506213,"2022-02-26 13:16:26","2022-02-26","2022-02-26 21:16:26 UTC","Pacific Time (US & Canada)",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 21:25:27 UTC","2022-03-17 00:59:54 UTC","research","","https://www.inaturalist.org/observations/107506213","https://static.inaturalist.org/photos/180825738/medium.jpeg",NA,"","Substitute for #18 since it is nearby but inaccessible, same avg temp area. Small signs of heat dome effect, relatively minimal. No visible cone crop.",2,0,"false",2,"Newcastle, WA 98056, USA",47.52517588,-122.19430265,8,"",NA,NA,8,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Branch Dieback or 'Flagging'","Yes (please include photo)","1-29% of the canopy is unhealthy",5,"0",NA,"Yes (please elaborate in Notes, add Picture if possible)","","","","","","","","","","","","","18","Construction site and overflowing silt/gravel may be affecting branches or tree health.",1,"Yes",0.05,"","Unhealthy","Other","Unhealthy","No","No"
"30",107506569,"2022-02-26 13:25:27","2022-02-26","2022-02-26 21:25:27 UTC","Pacific Time (US & Canada)",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 21:30:12 UTC","2022-03-17 00:56:33 UTC","research","","https://www.inaturalist.org/observations/107506569","https://static.inaturalist.org/photos/180826249/medium.jpeg",NA,"","Some signs of heat dome effect.",2,0,"false",2,"Newcastle, WA 98056, USA",47.52457841,-122.19390803,9,"",NA,NA,9,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Thinning Canopy","Yes (please include photo)","30-59% of the canopy is unhealthy",50,"0",NA,"Yes (please elaborate in Notes, add Picture if possible)","Insect damage on trunk (holes, frass, galleries, etc.)","Large (too big to wrap arms around trunk)","Suburban","Urban yard or open park grounds","","","Not sure","","","This is the first time I have seen this tree","","","26","May be frass on the trunk, in addition to some holes and invasive ivy growing on tree",30,"Yes",0.5,"Large","Unhealthy","Thinning Canopy","Unhealthy","No","Yes"
"31",107507103,"2022-02-26 13:35:47","2022-02-26","2022-02-26 21:35:47 UTC","Pacific Time (US & Canada)",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 21:39:09 UTC","2022-03-17 00:53:05 UTC","research","","https://www.inaturalist.org/observations/107507103","https://static.inaturalist.org/photos/180827992/medium.jpeg",NA,"","Signs of heat dome effect.",3,0,"false",2,"Newcastle, WA 98056, USA",47.52145343,-122.18882601,7,"",NA,NA,7,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","Yes (please include photo)","Healthy, no dieback(0%)",0,"0",0,"No","","","","","","","","","","","","","24","",0,"Yes",0,"","Healthy","Healthy","Healthy","No","No"
"32",107508353,"2022-02-26 13:39:09","2022-02-26","2022-02-26 21:39:09 UTC","Pacific Time (US & Canada)",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 21:57:16 UTC","2022-03-17 00:51:10 UTC","research","","https://www.inaturalist.org/observations/107508353","https://static.inaturalist.org/photos/180829851/medium.jpeg",NA,"","Signs of heat dome effect, no visible cone crop.",2,0,"false",2,"Newcastle, WA 98056, USA",47.52145123,-122.1884319,10,"",NA,NA,10,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","Yes (please include photo)","Healthy, no dieback(0%)",0,"1",33,"No","Invasive plants present or growing on tree","Large (too big to wrap arms around trunk)","Suburban","Urban yard or open park grounds","Low - fairly natural, not much development","","Tree does not typically have access to water in summer","Lower slope","Yes (please identify other species in notes)","This is the first time I have seen this tree","","","21","Nearby Himalayan blackberry thinning",0,"Yes",0,"Large","Healthy","Healthy","Healthy","No","No"
"33",107509358,"2022-02-26 13:51:29","2022-02-26","2022-02-26 13:51:29 UTC","UTC",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 22:13:08 UTC","2022-03-17 00:47:31 UTC","research","","https://www.inaturalist.org/observations/107509358","https://static.inaturalist.org/photos/180831817/medium.jpeg",NA,"","",1,0,"false",2,"Newcastle, WA 98056, USA",47.50808136,-122.19624491,5,"",NA,NA,5,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","Yes (please include photo)","Healthy, no dieback(0%)",0,"0",NA,"Not sure","Fungal Activitiy (mycelial fans, bleeding cankers, mushrooms at base, or conks on trunk)","Large (too big to wrap arms around trunk)","Suburban","Roadside","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","Not sure","Area is flat (e.g. field)","No","This is the first time I have seen this tree","","","23","",0,"Yes",0,"Large","Healthy","Healthy","Healthy","No","No"
"34",107509505,"2022-02-26 14:08:54","2022-02-26","2022-02-26 14:08:54 UTC","UTC",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 22:15:43 UTC","2022-03-17 00:44:17 UTC","research","","https://www.inaturalist.org/observations/107509505","https://static.inaturalist.org/photos/180832163/medium.jpeg",NA,"","Extreme heat damage",1,0,"false",2,"NE 12th St & Lynnwood Ave NE, Renton, WA 98056, USA",47.50257988,-122.17661843,3,"",NA,NA,3,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Old Dead Top (needles already gone)","Yes (please include photo)","1-29% of the canopy is unhealthy",15,"2-3",100,"No","No selection","Medium (can wrap arms around trunk)","Urban","Roadside","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","Not sure","Area is flat (e.g. field)","No selection","This is the first time I have seen this tree","","No Selection","41","",1,"Yes",0.15,"Medium","Unhealthy","Dead Top","Unhealthy","Yes","No"
"35",107509716,"2022-02-26 14:13:12","2022-02-26","2022-02-26 14:13:12 UTC","UTC",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 22:18:30 UTC","2022-03-17 00:41:54 UTC","research","","https://www.inaturalist.org/observations/107509716","https://static.inaturalist.org/photos/180832513/medium.jpeg",NA,"","Heat damage",1,0,"false",2,"NE 12th St & Lynnwood Ave NE, Renton, WA 98056, USA",47.50257714,-122.17657974,8,"",NA,NA,8,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Thinning Canopy","Yes (please include photo)","1-29% of the canopy is unhealthy",15,"2-3",100,"No","Other (please describe in Notes)","Medium (can wrap arms around trunk)","Urban","Roadside","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","Not sure","","","This is the first time I have seen this tree","","","54","Side of tree facing the building has branches growing away from the wall (due to heat?), soil may be compacted.",1,"Yes",0.15,"Medium","Unhealthy","Thinning Canopy","Unhealthy","No","Yes"
"36",107509934,"2022-02-26 14:18:36","2022-02-26","2022-02-26 14:18:36 UTC","UTC",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 22:22:11 UTC","2022-03-17 00:38:26 UTC","research","","https://www.inaturalist.org/observations/107509934","https://static.inaturalist.org/photos/180833053/medium.jpeg",NA,"","Heat damage",1,0,"false",2,"Newcastle, WA 98056, USA",47.50385784,-122.17715693,5,"",NA,NA,5,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","Yes (please include photo)","Healthy, no dieback(0%)",0,"1",25,"No","","Large (too big to wrap arms around trunk)","Urban","Roadside","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","Not sure","Middle of a slope","No","This is the first time I have seen this tree","","","52","",0,"Yes",0,"Large","Healthy","Healthy","Healthy","No","No"
"37",107510152,"","","","UTC",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 22:25:43 UTC","2023-01-17 23:50:59 UTC","casual","","https://www.inaturalist.org/observations/107510152","https://static.inaturalist.org/photos/180833542/medium.jpeg",NA,"","",1,0,"true",2,"King County, US-WA, US",47.503789,-122.177255,5,"",NA,NA,5,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","Yes (please include photo)","Healthy, no dieback(0%)",0,"1",25,"No","","Medium (can wrap arms around trunk)","Urban","Roadside","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","","","Middle of a slope","No","This is the first time I have seen this tree","","","38","For Renton Redcedar project, substitute for #38 which was cut down and removed. Same heat value on map and in the same area.",0,"Yes",0,"Medium","Healthy","Healthy","Healthy","No","No"
"38",107511981,"2022-02-26 14:38:38","2022-02-26","2022-02-26 14:38:38 UTC","UTC",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 22:48:28 UTC","2022-03-17 00:26:26 UTC","research","","https://www.inaturalist.org/observations/107511981","https://static.inaturalist.org/photos/180836975/medium.jpeg",NA,"","Heat damage",2,0,"false",2,"Newcastle, WA 98059, USA",47.51840475,-122.15702242,7,"",NA,NA,7,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","Yes (please include photo)","Healthy, no dieback(0%)",0,"0",0,"No","Needle or leaf disease (dieback, checking, blight, etc.)","Large (too big to wrap arms around trunk)","Suburban","Roadside","","","Tree may have occassional access to water in summer (watered by someone)","Middle of a slope","No","This is the first time I have seen this tree","","","72","While roadside, nearby house may belong to Indigenous business owner. Would add context to someone possibly watering this tree in care of cedar.",0,"Yes",0,"Large","Healthy","Healthy","Healthy","No","No"
"39",107514370,"2022-02-26 15:16:20","2022-02-26","2022-02-26 15:16:20 UTC","UTC",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 23:22:11 UTC","2022-03-17 00:20:52 UTC","research","","https://www.inaturalist.org/observations/107514370","https://static.inaturalist.org/photos/180842122/medium.jpeg",NA,"","Invasive ivy wrapping around tree. Signs of heat damage.",1,0,"false",2,"Renton, WA 98057, USA",47.49063392,-122.22301527,7,"",NA,NA,7,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","Yes (please include photo)","Healthy, no dieback(0%)",0,"0",NA,"No","Invasive plants present or growing on tree","Medium (can wrap arms around trunk)","Suburban","Roadside","","Upland or well drained","Tree may have occassional access to water in summer (watered by someone)","Area is flat (e.g. field)","","","","","33","",0,"Yes",0,"Medium","Healthy","Healthy","Healthy","No","No"
"40",107515026,"","","","UTC",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 23:31:57 UTC","2023-01-17 23:51:25 UTC","casual","","https://www.inaturalist.org/observations/107515026","https://static.inaturalist.org/photos/180842786/medium.jpeg",NA,"","Damage on trunk, some slits that look like it could have human interference or chunks of missing trunk bark could be something else",1,0,"true",2,"Renton, WA 98057, USA",47.4873922507,-122.2187989578,20,"",NA,NA,20,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","Not Sure","Healthy, no dieback(0%)",0,"1",0,"Yes (please elaborate in Notes, add Picture if possible)","Other (please describe in Notes)","Large (too big to wrap arms around trunk)","Urban","Urban yard or open park grounds","","","Tree may have occassional access to water in summer (watered by someone)","","","This is the first time I have seen this tree","","","13","Trunk had sections taken out, exposing inner layers. Appears to be slashes/mechanical damage. Invasive plants present (ivy).",0,"Yes",0,"Large","Healthy","Healthy","Healthy","No","No"
"41",107516067,"2022-02-26 15:44:52","2022-02-26","2022-02-26 15:44:52 UTC","UTC",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 23:48:22 UTC","2022-03-16 23:59:51 UTC","research","","https://www.inaturalist.org/observations/107516067","https://static.inaturalist.org/photos/180844949/medium.jpeg",NA,"","No concrete or impervious surface in understory. Appears to be some branch dieback, thinning canopy, presence of invasive species, area with high air pollution and nearby homeless encampment ",1,0,"false",2,"Renton, WA 98057, USA",47.48322768,-122.22053626,9,"",NA,NA,9,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Branch Dieback or 'Flagging'","Not Sure","1-29% of the canopy is unhealthy",20,"4-6",80,"Not sure","Invasive plants present or growing on tree","Medium (can wrap arms around trunk)","","Roadside","Medium (moderately used trails, etc)","","Tree does not typically have access to water in summer","Middle of a slope","No","This is the first time I have seen this tree","","","34","",1,"Yes",0.2,"Medium","Unhealthy","Other","Unhealthy","No","No"
