,id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field.tree.canopy.symptoms,field.optional...did.the.tree.have.heat.damage,field.percent.canopy.affected....,field.dieback.percent,field.number.of.additional.unhealthy.trees..of.same.species..in.area..within.sight.,field.percent.of.trees..of.same.species..within.sight.that.are.unhealthy,field.other.factors...are.there.signs.or.symptoms.of.insect..diseases..or.other.damage.,field.optional...what..other.factors..were.observed.,field.optional...tree.size,field.optional...site.type,field.optional...site.location.description,field.optional...site.area.disturbance.level,field.optional...site.hydrology,field.optional...access.to.water,field.optional...slope.position,field.optional...were.there.any.other.unhealthy.plant.species.on.the.site.,field.optional...timing.of.symptoms.estimate,field.optional...estimated.time.spent.to.make.this.observation....of.minutes.,field.optional...can.we.follow.up.with.you.,field.notes,binary.tree.canopy.symptoms,reclassified.tree.canopy.symptoms,period-all-dist,period-all-nfeat-id,period-all-nfeat-period,period-eph-dist,period-eph-nfeat-id,period-eph-nfeat-period,period-int-dist,period-int-nfeat-id,period-int-nfeat-period,period-min-eph-dist,period-min-eph-nfeat-id,period-min-eph-nfeat-period,period-min-int-dist,period-min-int-nfeat-id,period-min-int-nfeat-period,period-per-dist,period-per-nfeat-id,period-per-nfeat-period,period-unk-dist,period-unk-nfeat-id,period-unk-nfeat-period
1749,134334105,2022-09-04 17:02:01,2022-09-04,2022-09-05 00:02:01 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2022-09-09 19:38:40 UTC,2022-10-04 20:34:27 UTC,research,,https://www.inaturalist.org/observations/134334105,https://static.inaturalist.org/photos/228956869/medium.jpeg,NA,,,1,0,false,2,"Skamania County, WA, USA",46.1160083333,-121.9031027778,NA,,NA,NA,NA,,open,false,gps,gps,,Skamania,Washington,United States,Washington,Skamania,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,"Yes (please elaborate in Notes, add Picture if possible)","Insect damage on trunk (holes, frass, galleries, etc.)",,,Inside a forest canopy,"None - natural forest, far from development",,,,,,,,Insect holes throughout the trunk.,Healthy,Healthy,131.32190045019556,line:{00AC531E-A691-4A4D-BA9B-803A453AE45E},Intermittent,6345.15503562553,line:{54B0D942-8018-4B24-BE00-84352655A1FF},Ephemeral,131.32190045019556,line:{00AC531E-A691-4A4D-BA9B-803A453AE45E},Intermittent,131.32190045019556,line:{00AC531E-A691-4A4D-BA9B-803A453AE45E},Intermittent,131.32190045019556,line:{00AC531E-A691-4A4D-BA9B-803A453AE45E},Intermittent,632.187134395697,line:{50AF2AD5-6D08-4C6E-B29D-5521BFA70AF7},Perennial,23866.834479626847,line:164346401,Unknown
1750,134334346,2022-09-04 16:44:13,2022-09-04,2022-09-04 23:44:13 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2022-09-09 19:40:54 UTC,2022-10-04 20:34:22 UTC,research,,https://www.inaturalist.org/observations/134334346,https://static.inaturalist.org/photos/228957348/medium.jpeg,NA,,,1,0,false,2,"Skamania County, WA, USA",46.1251777778,-121.9098666667,NA,,NA,NA,NA,,open,false,gps,gps,,Skamania,Washington,United States,Washington,Skamania,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",0,0,0,No,No selection,,Rural,,,,,,No,,,,,Healthy,Healthy,261.85314604895797,line:{2E029E57-0E67-4779-9123-84D6D32CE22A},Intermittent,5791.3476386134225,line:{54B0D942-8018-4B24-BE00-84352655A1FF},Ephemeral,261.85314604895797,line:{2E029E57-0E67-4779-9123-84D6D32CE22A},Intermittent,261.85314604895797,line:{2E029E57-0E67-4779-9123-84D6D32CE22A},Intermittent,261.85314604895797,line:{2E029E57-0E67-4779-9123-84D6D32CE22A},Intermittent,816.0892386212607,line:164295292,Perennial,23057.182644489953,line:164346401,Unknown
1751,134335085,2022-09-04 16:01:02,2022-09-04,2022-09-04 23:01:02 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2022-09-09 19:45:53 UTC,2022-10-04 20:34:03 UTC,research,,https://www.inaturalist.org/observations/134335085,https://static.inaturalist.org/photos/228958624/medium.jpeg,NA,,,1,0,false,2,"Cougar, WA 98616, USA",46.1048222542,-122.0546973869,13195,,NA,NA,13195,,open,false,gps,gps,,Skamania,Washington,United States,Washington,Skamania,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,0,NA,No,,,,,,,,,,,,,,Healthy,Healthy,20.752603234516055,line:164300363,Intermittent,5695.631645949271,line:{54B0D942-8018-4B24-BE00-84352655A1FF},Ephemeral,20.752603234516055,line:164300363,Intermittent,20.752603234516055,line:164300363,Intermittent,20.752603234516055,line:164300363,Intermittent,66.81622352575599,line:164300445,Perennial,14106.051595006531,line:164346401,Unknown
1753,134931662,2022-09-06,2022-09-06,,Pacific Time (US & Canada),4311882,vlohr,V. Lohr,2022-09-14 00:10:39 UTC,2022-09-15 16:15:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/134931662,https://inaturalist-open-data.s3.amazonaws.com/photos/230074002/medium.jpeg,NA,,"There are 3 *Thuja plicata* tree tops in the last photo. This observation is about the tree on the right in that photo.
",1,0,false,NA,"King County, US-WA, US",47.390207,-122.454721,100,,NA,NA,100,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,0,NA,No,No selection,Large (too big to wrap arms around trunk),Rural,Forest edge,"Medium (moderately used trails, etc)",Seasonally flooded area,Tree does not typically have access to water in summer,No selection,No,No selection,80,No Selection,"This observation is about the tree on the right in photo showing the tops of three western redcedars. Tree does not show any tip dieback. It appears to have normal dieback of interior shaded branches, shown in one photo. This tree is very close to this one, which is also reported in the Western Redcedar Dieback Map: https://www.inaturalist.org/observations/133984341.",Healthy,Healthy,421.29535805464053,line:{34D00A28-4149-4762-B996-115C31E3D88C},Perennial,74827.96500132084,line:{78F2C030-2230-4B7E-ADCA-D9DACDF13079},Ephemeral,1047.8757655554252,line:155183884,Intermittent,421.29535805464053,line:{34D00A28-4149-4762-B996-115C31E3D88C},Perennial,421.29535805464053,line:{34D00A28-4149-4762-B996-115C31E3D88C},Perennial,421.29535805464053,line:{34D00A28-4149-4762-B996-115C31E3D88C},Perennial,13345.976626111107,line:165399070,Unknown
1754,134938499,2022-09-13 18:23:25-07:00,2022-09-13,2022-09-14 01:23:25 UTC,Pacific Time (US & Canada),2952669,pnwgardener,,2022-09-14 01:24:14 UTC,2022-10-19 17:06:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/134938499,https://inaturalist-open-data.s3.amazonaws.com/photos/230087795/medium.jpg,NA,,,1,0,false,3,"Elhi Rim Rd E, Bonney Lake, WA, US",47.1767933537,-122.1938132782,4,,NA,NA,4,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy,223.10012073273725,line:165514901,Intermittent,58700.27783370128,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,223.10012073273725,line:165514901,Intermittent,223.10012073273725,line:165514901,Intermittent,223.10012073273725,line:165514901,Intermittent,362.14015628450704,line:165519079,Perennial,12776.808013786796,line:130848076,Unknown
1757,135013590,2022-09-14 10:51:04,2022-09-14,2022-09-14 17:51:04 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2022-09-14 17:52:43 UTC,2022-10-12 15:43:22 UTC,research,,https://www.inaturalist.org/observations/135013590,https://static.inaturalist.org/photos/230225040/medium.jpeg,NA,,Healthy ,1,0,false,2,"Samish Hill, Bellingham, WA, USA",48.7061620687,-122.4625054747,9,,NA,NA,9,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy,251.7858748786707,line:152291463,Perennial,30125.282990665204,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,721.169476851418,line:{E4FE3EA0-4AB4-4C1C-A337-24EF03E54BC4},Intermittent,251.7858748786707,line:152291463,Perennial,251.7858748786707,line:152291463,Perennial,251.7858748786707,line:152291463,Perennial,32937.596053601184,line:{F01A3FE7-71B1-413D-A9E4-B1880AF11A12},Unknown
1761,135162451,2022-09-14 09:56:51,2022-09-14,2022-09-14 16:56:51 UTC,Pacific Time (US & Canada),103461,danlocke,,2022-09-15 20:00:45 UTC,2022-10-13 16:46:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/135162451,https://inaturalist-open-data.s3.amazonaws.com/photos/230492552/medium.jpeg,NA,,This is at Woodard Bay DNR site where there is a large heron and cormorant roofers in these trees. Bird guano covers everything! Douglas Fir trees also dead or dying ,1,0,false,2,"Lacey, WA 98506, USA",47.1288280315,-122.8477722779,205,,NA,NA,205,,open,false,,,,Thurston,Washington,United States,Washington,Thurston,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,No selection,tree is dead,NA,More than 10,NA,Not sure,Other (please describe in Notes),Large (too big to wrap arms around trunk),Rural,Forest edge,"None - natural forest, far from development",Upland or well drained,Not sure,Top of slope,No selection,No selection,,Yes,,Unhealthy,Tree is Dead,14.23592670730391,line:{F9E626EB-0F47-403A-BE0B-6F421381A922},Perennial,92760.69682197538,line:163245611,Ephemeral,230.42735420976678,line:155182212,Intermittent,14.23592670730391,line:{F9E626EB-0F47-403A-BE0B-6F421381A922},Perennial,14.23592670730391,line:{F9E626EB-0F47-403A-BE0B-6F421381A922},Perennial,14.23592670730391,line:{F9E626EB-0F47-403A-BE0B-6F421381A922},Perennial,45617.57000510943,line:91425015-d5ec-4867-a8fb-fc2c0b365d0c,Unknown
1762,135162916,2022-09-14 10:09:23,2022-09-14,2022-09-14 17:09:23 UTC,Pacific Time (US & Canada),103461,danlocke,,2022-09-15 20:04:45 UTC,2022-11-04 19:38:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/135162916,https://inaturalist-open-data.s3.amazonaws.com/photos/230493514/medium.jpeg,NA,,"Woodard Bay DNR rec area. Healthy red cedar away from saltwater next to dead big leaf maple trees. Mature forest, many huge trees.",1,0,false,2,"Lacey, WA 98506, USA",47.1251604192,-122.8485467657,64,,NA,NA,64,,open,false,,,,Thurston,Washington,United States,Washington,Thurston,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,Large (too big to wrap arms around trunk),No Selection,Inside a forest canopy,"None - natural forest, far from development",No Selection,No selection,No selection,No selection,No selection,,Yes,,Healthy,Healthy,39.09023432907968,line:155182212,Intermittent,92551.08908195059,line:163245611,Ephemeral,39.09023432907968,line:155182212,Intermittent,39.09023432907968,line:155182212,Intermittent,39.09023432907968,line:155182212,Intermittent,183.99190541920098,line:{8C69B11C-E76D-4683-A5C9-86C234BB209B},Perennial,45493.71181097628,line:91425015-d5ec-4867-a8fb-fc2c0b365d0c,Unknown
1763,135261606,2022-09-16 09:30:42,2022-09-16,2022-09-16 16:30:42 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2022-09-16 16:32:47 UTC,2022-10-12 15:40:56 UTC,research,,https://www.inaturalist.org/observations/135261606,https://static.inaturalist.org/photos/230674626/medium.jpeg,NA,,Healthy ,1,0,false,2,"Deming, WA 98244, USA",48.7623930723,-122.1804745495,9,,NA,NA,9,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy,21.18062500026419,line:165973699,Intermittent,40423.673988895556,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,21.18062500026419,line:165973699,Intermittent,21.18062500026419,line:165973699,Intermittent,21.18062500026419,line:165973699,Intermittent,349.727466446236,line:128834503,Perennial,23842.551194006086,line:{619B6D66-73E6-45FE-B230-38F1500420B4},Unknown
1783,136517957,2022-09-25 17:37:46,2022-09-25,2022-09-26 00:37:46 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2022-09-26 00:56:03 UTC,2022-10-12 15:43:13 UTC,research,,https://www.inaturalist.org/observations/136517957,https://static.inaturalist.org/photos/233006296/medium.jpeg,NA,,Flagging.,1,0,false,2,"Edison, WA 98232, USA",48.5611069707,-122.44330924,7,,NA,NA,7,,open,false,gps,gps,,Skagit,Washington,United States,Washington,Skagit,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Branch Dieback or 'Flagging',No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Unhealthy,Other,104.057720119499,line:{1C86C9AB-987A-49DC-AD8F-24879F2CA84F},Perennial,45440.14044514586,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,3203.8298578078234,line:{4537B5FD-0104-4921-80FB-B4296E735906},Intermittent,104.057720119499,line:{1C86C9AB-987A-49DC-AD8F-24879F2CA84F},Perennial,104.057720119499,line:{1C86C9AB-987A-49DC-AD8F-24879F2CA84F},Perennial,104.057720119499,line:{1C86C9AB-987A-49DC-AD8F-24879F2CA84F},Perennial,18192.76233182131,line:{619B6D66-73E6-45FE-B230-38F1500420B4},Unknown
1787,136850350,2022-09-24 11:33:23-07:00,2022-09-24,2022-09-24 18:33:23 UTC,Pacific Time (US & Canada),682665,liz_martin,,2022-09-28 21:24:22 UTC,2022-10-13 16:45:15 UTC,research,,https://www.inaturalist.org/observations/136850350,https://static.inaturalist.org/photos/233633500/medium.jpg,NA,,,1,0,false,3,"Potlatch, ID, US",46.80968,-116.8923333333,10,,NA,NA,10,,open,false,,,,Latah,Idaho,United States,Idaho,Latah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,No selection,1-29% of the canopy is unhealthy,NA,0,NA,No,No selection,Large (too big to wrap arms around trunk),Rural,Inside a forest canopy,"Medium (moderately used trails, etc)",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,No,No selection,,No Selection,,Unhealthy,Thinning Canopy,205.50538176324065,line:43931661,Perennial,39085.9404875857,line:44457641,Ephemeral,690.5642647425116,line:43918283,Intermittent,205.50538176324065,line:43931661,Perennial,205.50538176324065,line:43931661,Perennial,205.50538176324065,line:43931661,Perennial,36291.95815170326,line:166865010,Unknown
1788,136850455,2022-09-24 11:15:37-07:00,2022-09-24,2022-09-24 18:15:37 UTC,Pacific Time (US & Canada),6070707,katiemccown,Katherine,2022-09-28 21:25:35 UTC,2022-10-13 16:44:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/136850455,https://inaturalist-open-data.s3.amazonaws.com/photos/233624491/medium.jpg,NA,,,1,0,false,3,"Potlatch, ID, US",46.809805,-116.8936466667,4,,NA,NA,4,,open,false,,,,Latah,Idaho,United States,Idaho,Latah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,0,NA,"Yes (please elaborate in Notes, add Picture if possible)","Insect damage on trunk (holes, frass, galleries, etc.)",Large (too big to wrap arms around trunk),Rural,Inside a forest canopy,"Medium (moderately used trails, etc)",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,No selection,This is the first time I have seen this tree,20,Yes,"South facing slope, on the edge of dirt road, damage on lower branches.",Healthy,Healthy,148.0380430812053,line:43931667,Perennial,39085.40935195512,line:44457641,Ephemeral,666.0595301414307,line:43919501,Intermittent,148.0380430812053,line:43931667,Perennial,148.0380430812053,line:43931667,Perennial,148.0380430812053,line:43931667,Perennial,36390.35708444306,line:166865010,Unknown
1790,136850799,2022-09-24 12:42:11-07:00,2022-09-24,2022-09-24 19:42:11 UTC,Pacific Time (US & Canada),682665,liz_martin,,2022-09-28 21:29:44 UTC,2022-10-02 05:18:02 UTC,research,,https://www.inaturalist.org/observations/136850799,https://static.inaturalist.org/photos/233633879/medium.jpg,NA,,,1,0,false,3,"Moscow, ID, US",46.8088133333,-116.8957666667,11,,NA,NA,11,,open,false,,,,Latah,Idaho,United States,Idaho,Latah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,No,Evidence of soil compaction,Very Large (would take many people to wrap arms around trunk),Rural,Inside a forest canopy,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree has access to water year round (watered in summer or near permanent water source),No selection,No selection,No selection,15,No Selection,,Healthy,Healthy,7.653215929499895,line:43931667,Perennial,38953.665197160466,line:44457641,Ephemeral,662.697863104802,line:43919501,Intermittent,7.653215929499895,line:43931667,Perennial,7.653215929499895,line:43931667,Perennial,7.653215929499895,line:43931667,Perennial,36502.623281024506,line:166865010,Unknown
1791,136979076,2022-09-29 17:48:48,2022-09-29,2022-09-30 00:48:48 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2022-09-30 00:51:53 UTC,2022-10-12 15:43:07 UTC,research,,https://www.inaturalist.org/observations/136979076,https://static.inaturalist.org/photos/233864642/medium.jpeg,NA,,Healthy.,1,0,false,2,"Birchwood Ave at Meridian St, Bellingham, WA 98225, USA",48.7767448526,-122.4845703319,31,,NA,NA,31,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy,46.242837944666995,line:{6F9C1641-86CA-4CE6-8521-E4648885B118},Intermittent,22572.331644182454,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,46.242837944666995,line:{6F9C1641-86CA-4CE6-8521-E4648885B118},Intermittent,46.242837944666995,line:{6F9C1641-86CA-4CE6-8521-E4648885B118},Intermittent,46.242837944666995,line:{6F9C1641-86CA-4CE6-8521-E4648885B118},Intermittent,68.19901599600279,line:152291478,Perennial,25090.26993150758,line:{F01A3FE7-71B1-413D-A9E4-B1880AF11A12},Unknown
1807,137913218,2022-10-07 15:41:40,2022-10-07,2022-10-07 22:41:40 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2022-10-07 22:43:30 UTC,2022-10-08 02:32:14 UTC,research,,https://www.inaturalist.org/observations/137913218,https://static.inaturalist.org/photos/235624614/medium.jpeg,NA,,Healthy ,1,0,false,2,"Friday Harbor, WA 98250, USA",48.5329438294,-123.0198829249,9,,NA,NA,9,,open,false,gps,gps,,San Juan,Washington,United States,Washington,San Juan,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy,452.4555895797711,line:{F990D70B-4166-41E2-97C8-C6BD5F88BC7B},Perennial,52843.74891456825,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,8139.61028166232,line:165538265,Intermittent,452.4555895797711,line:{F990D70B-4166-41E2-97C8-C6BD5F88BC7B},Perennial,452.4555895797711,line:{F990D70B-4166-41E2-97C8-C6BD5F88BC7B},Perennial,452.4555895797711,line:{F990D70B-4166-41E2-97C8-C6BD5F88BC7B},Perennial,22007.19198424861,line:{8B957F79-1422-4691-B2FF-DF67DA9E7F7E},Unknown
1808,137928531,2022-10-07 18:36:10,2022-10-07,2022-10-08 01:36:10 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2022-10-08 01:39:13 UTC,2022-10-08 20:56:33 UTC,research,,https://www.inaturalist.org/observations/137928531,https://static.inaturalist.org/photos/235653795/medium.jpeg,NA,,Healthy group. Possible thinning.,1,0,false,2,"Friday Harbor, WA 98250, USA",48.5325022371,-123.0145426467,6,,NA,NA,6,,open,false,,,,San Juan,Washington,United States,Washington,San Juan,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy,278.33986864805155,line:{F990D70B-4166-41E2-97C8-C6BD5F88BC7B},Perennial,52691.65758608949,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,7744.740640493493,line:165538265,Intermittent,278.33986864805155,line:{F990D70B-4166-41E2-97C8-C6BD5F88BC7B},Perennial,278.33986864805155,line:{F990D70B-4166-41E2-97C8-C6BD5F88BC7B},Perennial,278.33986864805155,line:{F990D70B-4166-41E2-97C8-C6BD5F88BC7B},Perennial,22355.23969574233,line:{8B957F79-1422-4691-B2FF-DF67DA9E7F7E},Unknown
